study,date,time,subject,consentq,last30days,recentgame1,recentgame2,recentgame3,recentgame4,recentgame5,playfrequency1,playfrequency2,playfrequency3,playfrequency4,playfrequency5,sliderviolence1,FreqViolence1,sliderviolence2,FreqViolence2,sliderviolence3,FreqViolence3,sliderviolence4,FreqViolence4,sliderviolence5,FreqViolence5,Averagefrequencyviolence,Age,Gender,sexnumerical,country,Numericalgameplayed,Gameplayed,VorNV,Score,Selfscore,Sexuality,Relationshipstatus,lengthofrelationship,ageofpartner,mvscaleselfdesirability,mvscaleothersdesirability,mvscalecomparison,mvscalecatch,MV1Total,mv1,mv2,mv3,MV3responserecoded,mv4,mv5,mv6,mv7,mv8,mv9,mv10,MV10responserecoded,mv11,mv12,mv13,MV13responserecoded,mv14,mv15,mv16,mv17,mv18,mv19,mv20,mv21,mv22,Mvfactorviewofoppositesex,MVFactorSociality,MVFactorparenting,MVFactorWealth,MVFactorLooks,MVfactorRelationshiphistory,MVFactorFearoffailure,MV2Average,sgaq1,sgaq2,sgaq3,sgaq4,sgaq5,sgaq6,sgaq7,sgaq8,SGAAverage,hos1,hos2,hos3,hos4,hos5,hos6,HostilityTotal,mm1,mm2,mm3,mm4,MATINGMOTIVATIONtotal,soirq1,soirq2,soirq3,soirq4,soirq5,soirq6,SOIRQ6Reversecoding,soirq7,soirq8,soirq9,soirq10,SOIRQ1Score,SOIRQ2Score,SOIRQSCORE,SOIRBehaviouralfacet,SOIRATTITUDEFACET,SOIRDESIREFACET,SOIRTOTAL,troubleunderstanding,furtherquestions,Removedata
mturk,70115,0:24:15,814953556,"Yes, I consent to participate in this study",Yes,candy crush,modern war,tony hawk,,,7,7,4, , ,1,7,1,7,2,8,,,,,7.333333333,30,Female,1,USA,3,bubbleshooter.html,NV,30,2,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,About the same age,7,7,6,7,27,7,7,1,7,7,5,7,7,5,3,2,6,7,7,3,5,3,7,6,6,2,2,5,1,5,5,5.6,7,2.5,5.5,4.5,6.5,5.318181818,1,7,4,5,2,2,1,5,3.333333333,1,1,1,1,1,1,6,1,2,1,1,5,1,2,2,1,2,4,6,9,2,1,1,2,3,3,8,9,4,21,No,,No
mturk,63015,13:14:13,816422590,"Yes, I consent to participate in this study",Yes,Hay Day,Clash of Clans,Minecraft,no ,no,7,6,5,1,1,1,7,5,30,5,25,1,1,1,1,12.8,42,Female,1,USA,2,pongnop.html,NV,913,3,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,A little younger,4,4,5,5,18,5,6,3,5,6,5,5,5,5,3,2,6,5,5,3,5,1,5,5,5,2,2,2,1,1,3,5,5.666666667,2.5,3.5,3.5,5.5,4.090909091,6,6,2,3,3,6,5,2,3.666666667,1,1,1,1,1,1,6,3,3,2,2,10,1,1,0,6,6,6,4,9,2,2,2,2,2,1,5,16,6,27,No,no,No
mturk,63015,12:57:44,816797404,"Yes, I consent to participate in this study",Yes,Minecraft,Castle Crashers,Duck Game,Minesweeper,Transistor,7,6,4,5,3,2,14,4,24,5,20,1,5,6,18,16.2,21,Male,2,United States,4,moremindlessviolence.html,V,1,3,6,In an open relationship/casually dating,Under one year,A little older,3,2,2,2,9,2,3,4,4,3,2,3,1,2,1,6,2,3,2,7,1,2,2,6,2,5,3,5,1,2,2,1.6,3,3,5.5,2.5,3,2.590909091,5,6,5,6,7,6,5,6,5.333333333,1,2,1,2,1,2,9,3,3,2,2,10,0,0,0,3,2,7,3,9,6,4,3,1,1,1,3,8,13,24,No,,No
mturk,63015,19:24:30,81766037,"Yes, I consent to participate in this study",Yes,Witcher 3,Hearthstone,World of Warcraft,Grand Theft Auto 5,League of Legends,6,7,5,4,7,6,36,2,14,5,25,7,28,5,35,27.6,35,Male,2,United States,4,moremindlessviolence.html,V,3,3,7,Single, , ,3,3,3,3,12,2,2,6,2,3,2,3,2,1,2,1,7,1,1,7,1,1,3,7,1,1,2,7,1,2,1.666666667,1.4,2,1.5,7,2.5,4.5,2.454545455,2,7,6,7,2,7,2,1,5,1,1,1,1,1,1,6,1,1,2,1,5,0,2,2,8,2,7,3,9,7,3,3,1,3,3,7,13,13,33,No,,No
mturk,63015,15:29:56,819426550,"Yes, I consent to participate in this study",Yes,Minecraft,Civilization V,Binding of Isaac,Battle for Wesnoth,Geneforge series,6,5,4,4,3,3,18,3,15,5,20,4,16,4,12,16.2,24,Male,2,United States,1,perfectbalance.html,NV,4528,5,7,"In a long-term monogamous relationship eg. married, partnered",Under one year,A little younger,5,5,4,5,19,4,5,6,2,4,5,5,4,4,2,1,7,3,4,5,3,2,4,6,5,3,2,6,1,5,3.5,4.2,4,2.5,6,3,4.5,3.909090909,4,5,4,3,5,6,4,5,3.666666667,1,1,2,1,1,1,7,3,2,3,3,11,1,0,0,4,3,8,2,9,2,1,2,2,1,1,4,9,5,18,No,,No
mturk,63015,20:57:16,820878594,"Yes, I consent to participate in this study",Yes,Age of Wonders 3,Grand Theft Auto 5,Dying Light,World of Warcraft,League of Legends,7,7,6,4,3,4,28,6,42,5,30,4,16,3,9,25,33,Male,2,USA,4,moremindlessviolence.html,V,3,4,6,Single, , ,2,1,1,1,5,1,4,7,1,1,1,2,1,1,1,2,6,2,1,1,7,1,2,6,2,1,1,1,1,1,1.166666667,2.4,2.333333333,1,3.5,1.5,3.5,2.045454545,1,5,2,3,3,5,1,1,2,1,1,2,1,1,2,8,1,1,2,1,5,0,1,1,6,2,4,6,9,9,3,4,1,2,2,5,14,16,35,No,Nope.,No
mturk,63015,14:14:54,823325951,"Yes, I consent to participate in this study",Yes,Minecraft,Spartan Wars,Dragon Friends Green Witch,CrossMe,The Blockheads,7,7,7,7,6,3,21,2,14,1,7,1,7,1,6,11,29,Female,1,USA,5,deanimator.html,V,48,2,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,Older,3,3,5,3,14,3,6,5,3,7,1,3,1,3,2,1,7,5,5,2,6,5,5,5,1,1,3,5,5,3,4,2.4,6,1.5,5,4,5,3.863636364,5,7,5,5,6,3,6,2,5,1,1,2,1,1,1,7,2,3,1,1,7,1,43739,20+,9,9,2,8,9,6,6,4,2,8,9,19,26,16,61,No,,No
mturk,63015,20:09:38,825764223,"Yes, I consent to participate in this study",Yes,Okami,Kingdom Hearts,The Bard's Tale,Diablo 3,Final Fantasy 7,5,5,3,4,6,3,15,3,15,3,9,5,20,3,18,15.4,29,Female,1,USA,3,bubbleshooter.html,NV,1520,4,2,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little older,5,5,3,4,17,3,7,5,3,7,5,2,4,5,1,2,6,5,2,5,3,1,4,5,5,3,1,5,2,2,2,4.4,6.333333333,2,5,2.5,4.5,3.681818182,2,7,2,4,5,6,2,5,2.666666667,1,1,1,1,1,1,6,1,1,3,2,7,1,0,0,3,2,8,2,9,3,1,2,2,1,1,4,7,6,17,No,,No
mturk,63015,13:07:18,827124473,"Yes, I consent to participate in this study",Yes,TItanfall,THe Witcher 3,Mario Kart 8,Animal Crossing,Call of Duty: Advanced Warfare,5,4,4,3,3,6,30,6,24,2,8,1,3,6,18,16.6,23,Male,2,U.S.,6,gunblood.html,V,116,5,7,"In a long-term monogamous relationship eg. married, partnered",Under one year,A little younger,7,7,7,7,28,7,7,2,6,7,7,7,7,6,5,1,7,7,7,1,7,6,7,5,7,5,6,6,6,7,6.666666667,6.8,7,5,5.5,6.5,6.5,6.454545455,2,7,2,4,6,7,3,2,2.666666667,1,1,1,1,1,1,6,4,3,3,3,13,1,3,4,4,4,6,4,9,3,2,2,2,4,5,11,12,7,30,No,Interesting Study!,No
mturk,63015,20:04:22,827438577,"Yes, I consent to participate in this study",Yes,command and conquer three Kane's wrath,Castle Vania Lords of shadows 2,super smash Brothers wii U,the world ends with you,monster Hunter wii u,7,6,4,4,1,5,35,7,42,5,20,2,8,4,4,21.8,22,Male,2,USA,4,moremindlessviolence.html,V,5,3,7,Single,6-10 years,About the same age,5,5,4,5,19,5,6,4,4,7,5,6,6,3,1,1,7,4,4,5,3,1,5,6,3,1,1,7,2,5,3.833333333,4,5.666666667,1,6.5,3,5.5,4.181818182,2,6,5,6,6,5,2,4,4.333333333,1,2,2,1,1,4,11,1,2,2,3,8,0,0,0,2,1,8,2,9,4,3,2,1,1,1,3,5,9,17,No,no,No
mturk,63015,13:20:10,827721951,"Yes, I consent to participate in this study",Yes,super mario bros 3,mario cart,zelda,,,4,5,2, , ,1,4,1,5,1,2,,,,,3.666666667,32,Female,1,USA,6,gunblood.html,V,,3,1,Single, , ,5,5,5,6,21,5,4,5,3,5,5,5,5,5,5,5,3,5,5,3,5,5,5,7,5,5,6,7,5,5,5,5,4.666666667,5,7,5.5,3,5,6,6,5,6,6,5,3,3,5.666666667,1,1,1,1,1,1,6,3,3,3,3,12,1,3,5-Jun,9,7,6,4,9,6,4,4,2,4,6,12,20,14,46,No,"When asked for my score on the game, I didn't pay attention to what it was as I played, so I just wrote 100.",No
mturk,63015,16:43:38,827764245,"Yes, I consent to participate in this study",Yes,Final Fantasy XIV,Chroma Squad,Mario and Luigi: Superstar Saga,,,7,4,4, , ,5,35,5,20,4,16,,,,,23.66666667,29,Male,2,USA,6,gunblood.html,V,0,1,5,Single, , ,5,4,4,4,17,5,5,5,3,4,5,5,4,3,3,3,5,4,4,4,4,3,4,7,3,5,4,7,5,5,4.5,3.8,4.333333333,4,7,4,4,4.409090909,1,1,5,6,4,7,1,6,4,1,1,1,1,1,1,6,4,4,4,4,16,2,1,2,9,9,3,7,9,6,3,4,3,2,3,8,25,13,46,No,"Game didnt load, could quit Inq",
mturk,63015,15:58:54,828652162,"Yes, I consent to participate in this study",Yes,football manager handheld 15,fifa 15,nhl 15,,,6,4,3, , ,1,6,1,4,1,3,,,,,4.333333333,34,Male,2,usa,5,deanimator.html,V,28,4,7,"In a long-term monogamous relationship eg. married, partnered",11-20 years,About the same age,5,5,5,5,20,4,6,4,4,6,3,5,4,2,3,3,5,5,4,5,3,3,4,6,3,5,3,5,3,4,3.833333333,3,5.666666667,4,5.5,3.5,4.5,4.090909091,1,7,2,3,4,5,3,3,2,1,1,1,1,1,1,6,2,2,2,1,7,1,3,5-Jun,8,6,2,8,9,5,3,2,2,4,6,12,22,10,44,No,,No
mturk,63015,15:53:38,828875412,"Yes, I consent to participate in this study",Yes,The Elder Scrolls IV: Oblivion,Fallout 3,Psychonauts,Robot Unicorn Attack,Wizardry 8,7,6,3,7,2,6,42,6,36,2,6,1,7,5,10,20.2,27,Female,1,United States,5,deanimator.html,V,12,3,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little older,5,5,5,5,20,6,7,3,5,7,6,6,5,5,3,2,6,3,6,2,6,5,7,5,5,3,5,3,5,6,5.666666667,5.4,5.666666667,3,4,6,5.5,5.227272727,5,5,3,3,5,6,5,3,3.666666667,1,1,1,1,1,1,6,3,2,3,3,11,2,3,2,6,4,6,4,9,5,6,2,3,4,3,10,14,13,37,No,Tabs were hard to see,No
mturk,63015,18:06:12,833127842,"Yes, I consent to participate in this study",Yes,Zombies,Texas Holdem,Candy Crush,Zuma,GSN,7,4,1,2,7,7,49,1,4,1,1,1,2,2,14,14,46,Male,2,USA,3,bubbleshooter.html,NV,9420,7,7,Single, , ,3,2,4,1,10,2,2,6,2,4,1,1,1,3,1,1,7,2,1,6,2,2,4,7,1,1,5,7,4,3,2.166666667,1.6,2.666666667,1,7,4.5,4.5,2.863636364,1,7,5,6,7,3,1,5,4,1,1,1,1,1,1,6,1,1,1,1,4,3,2,Oct-19,9,8,1,9,9,3,2,3,4,3,8,15,26,8,49,No,no,No
mturk,63015,14:14:43,833783252,"Yes, I consent to participate in this study",Yes,Diablo II,Candy Crush,Mario Kart,Starcraft,Civilization II,4,5,2,3,6,6,24,1,5,1,2,5,15,1,6,10.4,26,Male,2,USA,3,bubbleshooter.html,NV,6050,5,6,"In a long-term monogamous relationship eg. married, partnered",2-5 years,About the same age,7,5,5,6,23,5,7,4,4,6,5,5,3,3,2,2,6,5,4,5,3,1,5,5,3,1,3,5,2,5,3.666666667,3.4,6,1.5,5,4,5,4,3,7,6,7,2,6,2,3,5.333333333,1,1,2,1,1,1,7,2,2,1,1,6,1,Oct-19,Oct-19,9,8,4,6,9,2,2,6,2,8,8,18,23,10,51,No,,No
mturk,63015,21:55:25,835229069,"Yes, I consent to participate in this study",Yes,The witcher 3,Dota 2,Fractured Space,Path of exile,League of Legends,7,7,4,7,2,7,49,5,35,3,12,6,42,3,6,28.8,28,Male,2,United States,5,deanimator.html,V,73,4,7,In an open relationship/casually dating,Under one year,A little younger,6,6,6,6,24,6,1,2,6,1,7,7,7,6,2,1,7,1,1,2,6,7,6,6,5,2,7,7,7,7,5.833333333,6.2,1,2,6.5,6.5,6.5,5.090909091,2,1,2,2,5,5,1,5,2,1,1,1,1,1,1,6,1,1,1,1,4,43739,7-Sep,Oct-19,9,9,1,9,9,7,9,8,8,7,8,15,27,24,66,No,,No
mturk,63015,22:07:50,835229069,"Yes, I consent to participate in this study",Yes,The witcher 3,Dota 2,Fractured Space,Skyforge,Path of Exile,7,7,6,4,7,6,42,5,35,3,18,5,20,6,42,31.4,28,Male,2,United States,3,bubbleshooter.html,NV,2950,4,7,In an open relationship/casually dating,Under one year,A little younger,7,7,7,7,28,7,1,3,5,1,7,7,6,6,1,1,7,1,7,1,7,7,5,7,5,2,7,7,7,7,7,6.2,1,1.5,7,6,6,5.318181818,2,6,2,2,5,6,1,3,2,1,1,1,1,1,1,6,2,1,1,1,5,43739,7-Sep,Oct-19,9,9,1,9,9,8,8,9,8,7,8,15,27,25,67,No,,No
mturk,63015,18:53:23,835347351,"Yes, I consent to participate in this study",Yes,soda crush saga (ipad game),criminal investigation (ipad game),call of duty,,,7,7,4, , ,1,7,3,21,5,20,,,,,16,44,Female,1,U. S. ,3,bubbleshooter.html,NV,12700,4,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,A little younger,4,4,3,4,15,5,5,2,6,7,5,5,5,5,1,2,6,7,4,5,3,3,5,5,7,1,3,2,5,5,4.5,5,6.333333333,1,3.5,4,6,4.545454545,1,7,1,1,5,6,1,2,1,1,1,2,1,2,1,8,1,1,1,1,4,0,2,2,3,1,6,4,9,3,3,2,1,3,3,7,8,8,23,No,Interesting about the topic!,No
mturk,63015,19:11:15,835347351,"Yes, I consent to participate in this study",No,,,,,,,,,,,,0,,0,,0,,0,,0,0,44,Female,1,U.S.,1,perfectbalance.html,NV,997,1,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,A little younger,3,3,4,4,14,5,7,2,6,7,5,5,5,6,1,1,7,6,5,6,2,5,5,6,7,1,5,5,5,5,5,5,6.666666667,1,5.5,5,6.5,5.045454545,1,7,1,1,5,5,1,2,1,3,1,3,1,1,1,10,1,1,1,1,4,0,2,2,3,1,6,4,9,3,3,2,1,3,3,7,8,8,23,No,,No
mturk,63015,17:58:46,835617399,"Yes, I consent to participate in this study",Yes,Rome Total War 2,Age of Empires 2,Attila: Total War,Call of Duty,Empire: Total War,1,4,4,1,1,4,4,4,16,5,20,7,7,4,4,10.2,26,Male,2,United States,5,deanimator.html,V,22,6,7,"In a long-term monogamous relationship eg. married, partnered",Under one year,About the same age,6,6,6,6,24,6,6,7,1,6,5,6,5,6,3,2,6,6,6,2,6,5,5,7,7,3,5,7,1,6,5,5.8,6,3,7,5,3.5,5.181818182,7,7,7,7,6,7,7,3,7,1,1,1,1,1,1,6,1,1,1,1,4,1,0,1,7,3,6,4,9,4,2,4,2,1,2,5,14,10,29,No,no,No
mturk,63015,18:47:36,83622870,"Yes, I consent to participate in this study",Yes,Battlefield 4,Battlefield Hardline,The Dream Machine,World of Warcraft,Deus Ex: Human Revolution,7,7,4,4,1,7,49,7,49,2,8,5,20,7,7,26.6,40,Male,2,USA,4,moremindlessviolence.html,V,4,4,7,"In a long-term monogamous relationship eg. married, partnered",11-20 years,A little younger,4,4,4,4,16,5,6,5,3,7,5,5,5,6,3,3,5,5,4,3,5,3,5,6,5,2,3,5,2,5,4,5.2,6,2.5,5.5,4,4,4.545454545,2,6,2,3,2,2,1,3,2.333333333,1,1,1,1,1,1,6,1,1,2,1,5,1,3,3,7,8,3,7,9,8,2,4,2,4,4,10,22,14,46,No,,No
mturk,63015,20:07:24,836281888,"Yes, I consent to participate in this study",Yes,world of warcraft,rift,archeage,,,7,4,4, , ,3,21,2,8,2,8,,,,,12.33333333,28,Female,1,USA,2,pongnop.html,NV,880,4,2,"In a long-term monogamous relationship eg. married, partnered",6-10 years,About the same age,7,4,4,4,19,3,2,3,5,5,5,5,3,2,3,2,6,3,3,3,5,3,5,5,2,3,1,3,2,2,3,3.4,3.333333333,3,4,3,5.5,3.454545455,5,7,6,5,2,6,5,2,5.333333333,2,1,3,1,2,2,11,5,5,2,5,17,1,0,1,3,3,6,4,9,1,1,1,2,1,2,5,10,3,18,No,,No
mturk,63015,20:58:35,836572694,"Yes, I consent to participate in this study",Yes,Lego on Wii - any lego games,Halo,Hitman,,,5,2,2,,,1,5,7,14,7,14,,,,,11,33,Female,1,United States,2,pongnop.html,NV,1285,5,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,About the same age,7,4,3,7,21,2,6,5,3,1,2,1,3,1,5,1,7,1,2,6,2,7,6,7,3,4,1,7,5,3,3.333333333,2.2,2.666666667,4.5,7,3.5,5,3.590909091,7,7,7,3,6,7,3,6,5.666666667,1,1,1,1,1,1,6,1,1,1,1,4,1,5-Jun,20+,9,3,1,9,9,1,1,1,2,6,9,17,21,3,41,No,,No
mturk,63015,15:10:42,836639002,"Yes, I consent to participate in this study",Yes,Civilization 5,Dead Island,Diablo 3,Starcraft 2,Rust,7,5,4,3,2,5,35,7,35,7,28,5,15,5,10,24.6,26,Male,2,USA,5,deanimator.html,V,17,4,7,In an open relationship/casually dating,1-2 years,A little younger,6,6,5,7,24,5,7,7,1,7,5,6,4,3,5,5,3,6,6,7,1,5,6,7,5,3,6,7,5,7,5.666666667,3.6,6.666666667,4,7,6,2,5,2,7,6,6,6,7,3,3,4.666666667,2,2,2,1,1,1,9,5,3,2,3,13,4,5-Jun,Oct-19,9,9,1,9,9,9,7,9,5,6,8,19,27,25,71,No,,No
mturk,63015,17:32:14,836777167,"Yes, I consent to participate in this study",Yes,Call of Duty,Destiny,GTA5,Witcher 3,Battlfield Hardline,7,4,5,5,2,7,49,7,28,7,35,7,35,7,14,32.2,32,Male,2,USA,4,moremindlessviolence.html,V,5,5,7,"In a long-term monogamous relationship eg. married, partnered",2-5 years,About the same age,5,5,5,5,20,5,7,5,3,7,4,5,5,6,3,3,5,6,5,3,5,4,5,5,5,3,5,5,5,5,4.833333333,5,6.666666667,3,5,5,4,4.909090909,1,7,5,5,5,7,3,1,3.666666667,1,1,1,1,1,1,6,1,1,1,1,4,1,Oct-19,7-Sep,9,9,1,9,9,9,2,8,2,8,7,17,27,19,63,No,,No
mturk,63015,16:49:07,838834814,"Yes, I consent to participate in this study",Yes,family guy: the quest for stuff,flutter,pocket mine 2,,,7,7,7, , ,3,21,1,7,1,7,,,,,11.66666667,38,Female,1,USA,1,perfectbalance.html,NV,1000,3,1,In an open relationship/casually dating,Under one year,A little younger,5,5,4,6,20,5,6,1,7,1,5,6,5,5,1,5,3,4,6,2,6,5,4,5,6,1,5,4,5,5,5.333333333,5.4,3.666666667,1,4.5,4.5,5,4.545454545,3,6,6,3,5,5,2,3,4,1,1,1,1,1,1,6,3,2,3,4,12,5-Jun,2,2,7,5,4,6,9,6,7,6,6,3,3,6,18,19,43,No,interesting,No
mturk,63015,21:59:17,840044309,"Yes, I consent to participate in this study",Yes,Clash of Clans,Angry Birds,Settlers 7,Command and Conquer 4,Candy Crush,7,6,6,5,5,5,35,3,18,5,30,6,30,1,5,23.6,30,Male,2,United States,4,moremindlessviolence.html,V,1,3,7,"In a long-term monogamous relationship eg. married, partnered",6-10 years,About the same age,6,6,4,6,22,6,2,1,7,2,3,5,3,3,2,1,7,2,3,2,6,1,6,5,5,2,2,5,1,6,3.666666667,4,2,2,5,4,7,3.818181818,1,7,7,1,7,7,2,1,3,1,1,1,1,1,1,6,1,1,1,1,4,1,4,1,8,2,6,4,9,2,1,2,2,5,2,9,14,5,28,No,No,No
mturk,63015,13:24:48,84078877,"Yes, I consent to participate in this study",Yes,SimCity Buildit,Ruzzle,Hill Climb,Dot Up!,Words with Friends,7,6,4,4,1,1,7,1,6,2,8,1,4,1,1,5.2,33,Male,2,USA,3,bubbleshooter.html,NV,0,6,6,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little younger,6,6,5,7,24,6,6,4,4,6,3,5,4,3,5,3,5,5,5,4,4,4,6,6,3,4,3,6,5,5,5,3.4,5.666666667,4.5,6,4.5,4.5,4.681818182,7,7,6,6,3,6,1,2,6.333333333,1,1,2,1,1,1,7,1,1,1,1,4,1,7-Sep,5-Jun,8,4,2,8,9,4,4,3,2,7,6,15,20,11,46,No,Didn't immediately expect the study link between gaming and sexuality - interesting!,No
mturk,63015,13:40:02,84078877,"Yes, I consent to participate in this study",Yes,Tetris,,,,,6, , , , ,1,6,,,,,,,,,6,33,Male,2,USA,3,bubbleshooter.html,NV,4960,6,6,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little younger,6,6,5,7,24,6,6,4,4,6,3,5,5,3,5,4,4,6,5,4,4,5,6,6,3,4,4,6,5,5,5.166666667,3.6,6,4.5,6,5,4,4.818181818,2,7,5,5,3,5,1,1,4,3,2,3,1,2,1,12,1,1,1,1,4,7-Sep,7-Sep,5-Jun,8,4,4,6,9,4,4,3,7,7,6,13,18,11,42,No,I was unable to obtain the code from the first attempt at taking this study.,No
mturk,63015,17:54:36,844623238,"Yes, I consent to participate in this study",Yes,pet rescue ,candy crush,batman,sims,nhl 15,6,6,3,2,2,1,6,1,6,5,15,1,2,2,4,6.6,45,Male,2,united states ,2,pongnop.html,NV,1313,4,7,"In a long-term monogamous relationship eg. married, partnered",11-20 years,Much younger,7,7,4,4,22,6,7,1,7,7,7,5,6,6,1,1,7,7,6,1,7,5,5,7,7,5,3,7,3,5,5,6.6,7,3,7,4,7,5.727272727,2,7,4,4,4,4,1,1,3.333333333,1,1,1,1,1,2,7,1,1,1,1,4,1,0,1,8,8,6,4,9,5,2,1,2,1,2,5,20,8,33,No,,No
mturk,63015,20:57:40,846890222,"Yes, I consent to participate in this study",Yes,Beyond Earth,Borderlands:  The Pre-Sequel,Firefall,Candy Crush Saga,Microsoft Freecell,4,5,4,7,6,2,8,5,25,5,20,1,7,1,6,13.2,33,Male,2,United States of America,5,deanimator.html,V,0,1,7,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little older,5,5,4,6,20,5,4,6,2,2,5,5,5,5,5,1,7,2,4,4,4,2,5,6,3,3,2,5,4,5,4.166666667,4.4,2.666666667,4,5.5,3.5,4.5,4.090909091,7,6,6,6,5,6,1,1,6.333333333,1,1,1,1,1,1,6,1,1,1,1,4,1,0,0,9,8,3,7,9,4,2,4,2,1,1,4,24,10,38,No,The zombie game didn't work,
mturk,63015,20:49:33,853123080,"Yes, I consent to participate in this study",Yes,CSGO,Fall Out New Vegas,League of Legends,,,1,1,1, , ,7,7,7,7,7,7,,,,,7,19,Male,2,USA,4,moremindlessviolence.html,V,5,7,6,Single, , ,7,7,6,7,27,7,7,3,5,7,7,7,5,5,2,3,5,2,5,5,3,4,5,7,4,2,5,6,5,7,5.833333333,4.8,5.333333333,2,6.5,5,5,5.090909091,3,6,5,5,5,6,2,4,4.333333333,1,1,2,1,1,1,7,5,5,4,4,18,0,0,0,9,9,4,6,9,2,7,2,1,1,1,3,24,11,38,No,,No
mturk,63015,23:19:30,854493149,"Yes, I consent to participate in this study",Yes,lego marvel,lego harry potter,borderlands,lego lord of the rings,,6,5,3,5, ,2,12,3,15,6,18,2,10,,,13.75,32,Female,1,USA,4,moremindlessviolence.html,V,1,2,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,About the same age,3,4,2,4,13,5,6,4,4,5,3,3,1,3,1,1,7,6,3,3,5,3,3,5,3,2,1,5,1,3,3,3,5.666666667,1.5,5,2,5.5,3.545454545,1,1,5,3,3,5,2,3,3,1,1,2,1,1,1,7,1,1,1,1,4,1,3,2,7,6,4,6,9,4,4,3,2,4,3,9,19,11,39,No,,No
mturk,63015,16:40:12,854788780,"Yes, I consent to participate in this study",Yes,League of Legends,Counter Strike Global Offensive,H1Z1,Starcraft 2,Halo,4,4,3,2,1,2,8,4,16,6,18,4,8,4,4,10.8,30,Female,1,United States,3,bubbleshooter.html,NV,4,2,3,Recently single/divorced/separated,11-20 years,About the same age,3,3,3,4,13,4,6,5,3,7,3,3,3,4,3,3,5,6,3,5,3,2,4,6,3,3,2,5,3,4,3.166666667,3.2,6.333333333,3,5.5,3,4,3.863636364,2,7,4,5,6,6,1,2,3.666666667,1,1,1,1,1,1,6,2,2,1,2,7,1,0,2,6,3,6,4,9,5,2,2,2,1,3,6,13,9,28,Yes,,No
mturk,63015,13:02:00,855445886,"Yes, I consent to participate in this study",Yes,gaia,lunar eternal blue,raymond,,,6,5,4, ,,1,6,1,5,1,4,,,,,5,34,Female,1,usa,5,deanimator.html,V,9300,4,4,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little older,5,5,4,4,18,3,5,5,3,4,3,3,4,2,3,3,5,5,3,3,5,3,4,5,3,4,2,4,2,3,2.833333333,3.4,4.666666667,3.5,4.5,3,4,3.545454545,3,6,3,4,5,6,2,3,3.333333333,1,1,1,1,1,1,6,1,1,1,2,5,2,1,1,5,6,3,7,9,2,2,2,3,2,2,7,18,6,31,No,,No
mturk,63015,14:50:26,855861228,"Yes, I consent to participate in this study",No,,,,,,,,,,,,0,,0,,0,,0,,0,0,38,Female,1,USA,1,perfectbalance.html,NV,3,3,1,Recently single/divorced/separated,11-20 years,A little older,7,7,5,6,25,7,2,6,2,3,4,6,3,3,2,2,6,3,5,5,3,5,6,6,3,4,5,5,6,5,5.666666667,3.2,2.666666667,3,5.5,5.5,4,4.272727273,3,5,5,5,6,7,2,4,4.333333333,1,1,1,2,1,1,7,2,2,1,2,7,1,1,1,6,1,4,6,9,1,1,1,2,2,2,6,13,3,22,No,No,No
mturk,63015,17:05:44,857448085,"Yes, I consent to participate in this study",Yes,FIFA 15,Madden 15,,,,2,1, , , ,1,2,2,2,,,,,,,2,20,Male,2,United States,4,moremindlessviolence.html,V,11,3,7,In an open relationship/casually dating,Under one year,About the same age,5,5,5,5,20,6,7,5,3,7,5,5,3,5,2,3,5,6,5,3,5,5,7,6,5,3,6,6,3,5,4.833333333,4.6,6.666666667,2.5,6,6.5,4,5,2,6,3,5,7,7,2,3,3.333333333,1,1,2,1,1,1,7,3,2,2,3,10,2,0,0,3,6,3,7,9,6,4,2,3,1,1,5,16,12,33,No,I did not recieve a code ,No
mturk,63015,13:58:38,857796529,"Yes, I consent to participate in this study",Yes,Skyrim,Terreria,Banished,Life is Feudal Your Own,Diablo II,4,4,5,4,6,6,24,3,12,1,5,5,20,6,36,19.4,25,Female,1,United States,1,perfectbalance.html,NV,8,4,3,"In a long-term monogamous relationship eg. married, partnered",1-2 years,A little older,6,6,4,7,23,7,7,5,3,7,6,6,5,6,2,1,7,1,5,5,3,7,6,6,7,2,5,6,2,7,5.666666667,5.4,5,2,6,5.5,5,5.136363636,3,5,1,6,7,7,1,5,3.333333333,2,1,1,1,1,1,7,1,1,1,3,6,1,3,7-Sep,9,9,1,9,9,3,8,9,2,4,7,13,27,20,60,No,nope,No
