study,date,time,subject,consentq,last30days,recentgame1,recentgame2,recentgame3,recentgame4,recentgame5,playfrequency1,playfrequency2,playfrequency3,playfrequency4,playfrequency5,sliderviolence1,FreqViolence1,sliderviolence2,FreqViolence2,sliderviolence3,FreqViolence3,sliderviolence4,FreqViolence4,sliderviolence5,FreqViolence5,Averagefrequencyviolence,Age,Gender,sexnumerical,country,Numericalgameplayed,Gameplayed,VorNV,Score,Selfscore,Sexuality,Relationshipstatus,lengthofrelationship,ageofpartner,mvscaleselfdesirability,mvscaleothersdesirability,mvscalecomparison,mvscalecatch,MV1Total,mv1,mv2,mv3,MV3responserecoded,mv4,mv5,mv6,mv7,mv8,mv9,mv10,MV10responserecoded,mv11,mv12,mv13,MV13responserecoded,mv14,mv15,mv16,mv17,mv18,mv19,mv20,mv21,mv22,Mvfactorviewofoppositesex,MVFactorSociality,MVFactorparenting,MVFactorWealth,MVFactorLooks,MVfactorRelationshiphistory,MVFactorFearoffailure,MV2Average,sgaq1,sgaq2,sgaq3,sgaq4,sgaq5,sgaq6,sgaq7,sgaq8,SGAAverage,hos1,hos2,hos3,hos4,hos5,hos6,HostilityTotal,mm1,mm2,mm3,mm4,MATINGMOTIVATIONtotal,soirq1,soirq2,soirq3,soirq4,soirq5,soirq6,SOIRQ6Reversecoding,soirq7,soirq8,soirq9,soirq10,SOIRQ1Score,SOIRQ2Score,SOIRQSCORE,SOIRBehaviouralfacet,SOIRATTITUDEFACET,SOIRDESIREFACET,SOIRTOTAL,troubleunderstanding,furtherquestions,Removedata
mturk,63015,16:14:31,85809235,"Yes, I consent to participate in this study",Yes,Mass Effect I,Diablo III,Left 4 Dead,Mass Effect II,Bioshock I,3,6,6,5,1,5,15,5,30,7,42,5,25,6,6,23.6,27,Female,1,USA,4,moremindlessviolence.html,V,2,5,5,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little older,7,7,4,5,23,5,5,1,7,1,5,5,1,5,1,1,7,1,3,1,7,3,5,5,5,1,2,5,7,5,4.666666667,4.6,2.333333333,1,5,3.5,7,4.136363636,7,7,5,5,7,7,1,1,5.666666667,1,1,1,1,1,1,6,7,7,7,7,28,1,7-Sep,3,1,9,1,9,9,2,2,2,2,7,4,13,19,6,38,No,Loved it!,No
mturk,63015,16:29:05,858853702,"Yes, I consent to participate in this study",Yes,Pokemon Suffle,Pokemon Omega,Tamagotchi life,Super Mario Bros,Mario Kart,7,5,6,6,7,3,21,3,15,1,6,3,18,4,28,17.6,29,Female,1,USA,4,moremindlessviolence.html,V,45,2,1,Single,Under one year,A little older,5,5,3,2,15,2,5,1,7,3,4,1,1,2,1,1,7,3,1,5,3,2,2,2,3,1,1,2,4,2,2,2.6,3.666666667,1,2,1.5,7,2.681818182,1,6,1,2,2,1,1,3,1.333333333,1,1,3,1,1,1,8,3,3,5,5,16,0,1,3,8,2,8,2,9,2,2,2,1,2,4,7,12,6,25,No,,No
mturk,63015,13:29:36,859021613,"Yes, I consent to participate in this study",Yes,Final Fantasy Record Keeper,Inferno Legend,ShadowBound,Chrono Trigger,Legacy of Kain,7,7,4,2,1,5,35,5,35,3,12,5,10,7,7,19.8,30,Male,2,United States,4,moremindlessviolence.html,V,11,3,7,"In a long-term monogamous relationship eg. married, partnered",6-10 years,Older,6,6,6,6,24,6,7,3,5,7,6,6,6,6,3,3,5,5,5,2,6,6,5,5,6,3,6,6,6,6,5.833333333,6,6.333333333,3,5.5,5.5,5,5.545454545,5,5,3,5,6,6,2,2,4.333333333,1,1,1,1,1,1,6,2,2,2,2,8,1,5-Jun,20+,8,9,3,7,9,6,2,2,2,6,9,17,24,10,51,No,Nothing,No
mturk,63015,21:20:06,859722456,"Yes, I consent to participate in this study",No,,,,,,,,,,,,0,,0,,0,,0,,0,0,37,Female,1,usa,5,deanimator.html,V,43,4,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,About the same age,5,5,5,6,21,5,5,5,3,5,6,5,5,5,2,2,6,5,6,3,5,5,5,5,6,3,3,3,2,5,4.666666667,5.4,5,2.5,4,4,4.5,4.545454545,2,6,2,2,2,2,2,5,2,1,1,1,1,1,1,6,3,3,3,3,12,1,3,5-Jun,7,7,3,7,9,2,2,1,2,4,6,12,21,5,38,No,,No
mturk,63015,12:50:35,86112377,"Yes, I consent to participate in this study",Yes,Skyrim,World of Warcraft,Guild Wars 2,Counter-Strike: Global Offensive,Grand Theft Auto V,5,4,5,4,4,6,30,3,12,3,15,5,20,6,24,20.2,25,Male,2,United States,6,gunblood.html,V,295,4,7,Single, , ,4,5,4,4,17,5,1,1,7,1,4,5,3,3,1,1,7,1,5,4,4,1,4,4,3,1,1,4,1,5,3.666666667,3.4,1,1,4,2.5,7,3.227272727,1,6,1,1,4,6,5,3,1,1,1,1,1,1,1,6,1,1,2,1,5,0,1,1,9,5,1,9,9,5,3,5,1,2,2,5,23,13,41,No,A2MAC1J8EF4D7Q,No
mturk,63015,16:36:25,862398680,"Yes, I consent to participate in this study",Yes,Red Dead Redemption,Modern Warfare 3,Grand Theft Auto 4,L.A. Noire,Modern Warfare 2,6,6,4,5,4,7,42,6,36,7,28,7,35,6,24,33,38,Male,2,United States,1,perfectbalance.html,NV,256,3,6,Single,Under one year,About the same age,6,6,4,7,23,6,7,3,5,6,4,5,6,5,5,5,3,4,5,6,2,3,5,5,4,3,3,5,5,5,4.833333333,4.2,5.666666667,4,5,4,4,4.590909091,3,7,6,6,7,7,6,5,5,2,2,2,2,1,2,11,2,2,2,1,7,0,0,0,3,6,6,4,9,8,4,4,1,1,1,3,13,16,32,No,the sex questions ,No
mturk,63015,20:11:04,862972358,"Yes, I consent to participate in this study",Yes,Madden 15,mario super smash brothers,grand theft auto 4,mlb 2k14,tiger woods golf,6,4,3,5,4,4,24,5,20,6,18,2,10,1,4,15.2,49,Male,2,usa,2,pongnop.html,NV,1516,6,7,"In a long-term monogamous relationship eg. married, partnered",20+ years,A little younger,5,4,5,5,19,5,5,3,5,7,4,4,5,5,4,1,7,6,4,4,4,2,5,5,5,4,2,4,2,5,3.666666667,4.6,6,4,4.5,3.5,6,4.5,1,6,1,3,4,4,4,4,1.666666667,1,1,1,1,1,1,6,4,3,4,4,15,1,2,2,6,2,4,6,9,2,2,1,2,3,3,8,14,5,27,No,no problems,No
mturk,63015,16:23:43,863986207,"Yes, I consent to participate in this study",Yes,portal,trivia crack,bloodborne,final fantasy,bloons,5,4,2,4,7,2,10,1,4,7,14,4,16,1,7,10.2,20,Female,1,united states,2,pongnop.html,NV,1060,4,1,"In a long-term monogamous relationship eg. married, partnered",Under one year,A little older,5,3,4,4,16,1,7,6,2,7,1,2,1,2,1,1,7,5,2,3,5,1,5,7,2,3,3,7,2,5,2.166666667,2.2,6.333333333,2,7,4,4.5,3.545454545,7,7,7,7,7,7,1,1,7,1,1,1,1,1,1,6,5,6,5,7,23,1,0,0,1,1,9,1,9,2,1,1,2,1,1,4,3,4,11,No,,No
mturk,63015,21:27:38,865464560,"Yes, I consent to participate in this study",Prefer not to say,,,,,,,,,,,,0,,0,,0,,0,,0,0,47,Female,1,usa,4,moremindlessviolence.html,V,30,4,1,"In a long-term monogamous relationship eg. married, partnered",20+ years,About the same age,5,7,4,4,20,7,6,3,5,7,3,7,5,6,5,3,5,7,6,3,5,6,5,6,3,5,6,5,3,6,5.833333333,4.4,6.666666667,5,5.5,5.5,5,5.409090909,5,3,5,6,3,5,3,2,5.333333333,1,1,2,1,1,2,8,3,2,6,7,18,2,1,0,2,2,7,3,9,3,2,4,3,2,1,6,7,9,22,No,,No
mturk,63015,12:38:01,866713591,"Yes, I consent to participate in this study",Yes,Guild Wars 2,Borderlands,STALKER,Lord of the Rings Online,Saints Row 3,6,4,4,6,4,3,18,5,20,4,16,3,18,5,20,18.4,26,Male,2,USA,6,gunblood.html,V,270,4,7,Single, , ,4,4,5,3,16,4,1,1,7,1,1,5,2,3,1,1,7,1,4,4,4,2,4,4,3,1,1,3,2,5,3.666666667,2.6,1,1,3.5,2.5,7,3,1,7,1,1,4,6,3,3,1,1,1,1,1,1,1,6,1,1,1,1,4,0,1,1,9,1,1,9,9,3,2,3,1,2,2,5,19,8,32,No,,No
mturk,63015,15:21:23,866832557,"Yes, I consent to participate in this study",Yes,MLB the Show,,,,,4, , , , ,1,4,,,,,,,,,4,35,Male,2,United States,5,deanimator.html,V,28,1,7,"In a long-term monogamous relationship eg. married, partnered",11-20 years,A little younger,7,7,4,5,23,6,7,4,4,5,3,5,4,5,3,4,4,5,5,5,3,1,3,3,3,3,3,3,2,6,4.166666667,3.6,5.666666667,3,3,3,4,3.909090909,5,5,5,5,6,6,1,2,5,1,1,1,1,1,1,6,2,2,2,2,8,1,0,0,1,1,9,1,9,4,1,2,2,1,1,4,3,7,14,No,,No
mturk,63015,16:34:01,867112449,"Yes, I consent to participate in this study",Yes,Counterstrike Global Offensive,Final Fantasy 14,Hearthstone,League of legends,Ori and the blind forest,7,6,4,3,3,6,42,3,18,2,8,5,15,1,3,17.2,22,Female,1,USA,6,gunblood.html,V,115,4,2,"In a long-term monogamous relationship eg. married, partnered",Under one year,A little younger,3,3,3,3,12,5,7,1,7,7,4,5,3,5,2,1,7,6,5,5,3,3,5,5,3,2,4,5,2,5,4.166666667,3.6,6.666666667,2,5,4.5,7,4.545454545,1,6,5,5,5,5,1,5,3.666666667,1,1,2,1,1,2,8,1,6,5,6,18,1,0,0,3,1,7,3,9,2,2,2,2,1,1,4,7,6,17,No,,No
mturk,63015,19:15:00,869159758,"Yes, I consent to participate in this study",Yes,Plants vs Zombies,Jetpack Joyride,Fruit Ninja,,,7,5,2, , ,3,21,2,10,1,2,,,,,11,19,Male,2,United States,4,moremindlessviolence.html,V,50,5,7,Single, , ,3,3,4,5,15,6,7,5,3,6,6,6,2,6,2,1,7,6,7,6,2,2,3,6,2,1,6,2,1,7,4.833333333,3.6,6.333333333,1.5,4,4.5,5,4.363636364,1,7,1,5,7,7,2,1,2.333333333,1,1,2,1,1,1,7,1,2,1,1,5,0,0,0,6,3,9,1,9,2,1,1,1,1,1,3,10,4,17,No,Very interesting!,No
mturk,63015,15:40:15,870937880,"Yes, I consent to participate in this study",Yes,Battlefield 4,Skyrim,Assassin's Creed Unity,,,7,5,7, , ,6,42,5,25,5,35,,,,,34,22,Male,2,USA,6,gunblood.html,V,175,5,7,Single, , ,7,6,6,6,25,6,6,6,2,7,6,6,7,6,5,3,5,6,6,3,5,6,6,6,7,5,6,6,7,6,6.166666667,6.2,6.333333333,5,6,6,3.5,5.818181818,6,6,6,6,7,7,5,3,6,1,1,1,1,1,1,6,2,2,2,2,8,4,Oct-19,Oct-19,7,8,2,8,9,7,7,7,5,8,8,21,23,21,65,No,"Nope, good study!",No
mturk,63015,16:19:43,872935678,"Yes, I consent to participate in this study",Yes,Saints Row 3,Batman Arkham Asylum,Silent Hill,Resident Evil 5,Mortal Kombat X,7,7,7,7,4,6,42,6,42,6,42,6,42,6,24,38.4,27,Male,2,United States,5,deanimator.html,V,134,7,6,Single, , ,7,6,5,5,23,6,6,5,3,5,5,3,6,6,6,5,3,7,6,6,2,5,7,7,6,3,7,6,5,3,4.666666667,5,6,4.5,6.5,7,3,5.136363636,5,6,6,7,6,3,5,3,6,1,1,1,1,1,1,6,6,6,5,5,22,7-Sep,5-Jun,Oct-19,8,7,8,2,9,8,7,8,7,6,8,14,17,23,54,No,No,No
mturk,63015,17:05:59,873882365,"Yes, I consent to participate in this study",Yes,Smite,League of Legends,Team Fortress 2,Counter-Strike: Global Offensive,Fallout 3,7,6,4,3,4,5,35,5,30,6,24,7,21,7,28,27.6,21,Male,2,USA,2,pongnop.html,NV,1500,7,2,Single, , ,4,5,4,4,17,5,6,5,3,6,5,5,6,5,2,2,6,1,5,5,3,6,5,7,5,1,5,6,6,5,5.333333333,4.8,4.333333333,1.5,6.5,5,4.5,4.727272727,1,6,5,5,5,5,6,5,3.666666667,1,1,1,1,1,1,6,1,1,1,1,4,5-Jun,7-Sep,7-Sep,9,9,1,9,9,7,2,2,6,7,7,14,27,11,52,No,,No
mturk,63015,20:58:44,874252857,"Yes, I consent to participate in this study",Yes,Touhou,Pokemon,Fire Emblem,Minecraft,Fallen London,7,5,7,2,7,1,7,2,10,3,21,1,2,1,7,9.4,20,Male,2,US,2,pongnop.html,NV,1276,5,1,Recently single/divorced/separated,2-5 years,A little older,2,4,3,2,11,4,5,2,6,6,3,5,2,2,3,5,3,2,5,6,2,5,5,4,3,3,6,4,4,5,4.666666667,2.4,4.333333333,3,4,5.5,4.5,3.954545455,1,6,6,6,1,2,1,2,4.333333333,2,2,4,4,1,3,16,1,1,1,3,6,7-Sep,4,4,8,6,2,8,9,7,7,7,7,5,5,10,22,21,53,No,,No
mturk,63015,12:52:06,877094785,"Yes, I consent to participate in this study",Yes,Candy Crush,Bejewelled,,,,4,4, , , ,1,4,1,4,,,,,,,4,38,Female,1,United States,1,perfectbalance.html,NV,25,4,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,About the same age,7,7,5,7,26,7,7,1,7,7,5,6,7,5,3,1,7,5,5,2,6,2,7,6,7,3,2,5,5,7,5.333333333,6,6.333333333,3,5.5,4.5,7,5.5,3,7,3,3,3,5,1,5,3,1,1,2,1,1,1,7,1,1,1,1,4,1,0,0,6,4,9,1,9,5,1,1,2,1,1,4,11,7,22,No,"The game didn't want to load, and I had trouble moving some of the sliders.",
mturk,63015,17:16:37,882194505,"Yes, I consent to participate in this study",Yes,Air Navy Fighters,Flight Pilot,Solitaire,Euchre,Spades,4,2,4,4,7,5,20,5,10,1,4,1,4,1,7,9,67,Male,2,usa,4,moremindlessviolence.html,V,2,3,6,"In a long-term monogamous relationship eg. married, partnered",20+ years,A little older,5,6,5,5,21,6,7,7,1,7,4,5,4,5,3,3,5,4,4,3,5,3,5,5,5,2,3,6,2,5,4.166666667,4.6,6,2.5,5.5,4,3,4.363636364,2,7,6,6,4,4,5,1,4.666666667,1,1,1,1,1,1,6,1,1,1,1,4,1,7-Sep,Oct-19,9,9,2,8,9,8,2,8,2,7,8,17,26,18,61,Yes,no,No
mturk,63015,23:50:29,882454880,"Yes, I consent to participate in this study",Yes,Sims 3,Grand Theft Auto V,Saints Row 4,Sims 4,,5,4,3,2, ,1,5,7,28,6,18,1,2,,,13.25,23,Female,1,United States,3,bubbleshooter.html,NV,2190,2,1,In an open relationship/casually dating,1-2 years,A little older,6,7,5,6,24,7,7,1,7,7,7,7,6,6,1,2,6,6,7,1,7,7,7,7,5,2,7,7,7,7,7,6.2,6.666666667,1.5,7,7,6.5,6.227272727,7,7,5,7,7,7,1,1,6.333333333,1,1,1,1,1,1,6,1,1,1,1,4,1,0,0,4,4,9,1,9,2,3,2,2,1,1,4,9,7,20,No,,No
mturk,63015,16:26:42,882729065,"Yes, I consent to participate in this study",Yes,witcher 3,the order 1886,dragon age 3,diablo 3,,7,5,6,2, ,7,49,7,35,7,42,7,14,,,35,39,Male,2,usa,5,deanimator.html,V,29,4,7,"In a long-term monogamous relationship eg. married, partnered",11-20 years,A little younger,5,5,5,6,21,6,5,5,3,4,5,5,5,6,2,7,1,7,6,2,6,4,4,5,7,2,5,6,4,5,5,5.8,5.333333333,2,5.5,4.5,2,4.681818182,1,6,1,1,5,6,5,6,1,1,1,2,1,1,1,7,1,2,1,1,5,1,1,0,2,1,8,2,9,3,6,6,2,2,1,5,5,15,25,No,none,No
mturk,63015,15:45:31,883166948,"Yes, I consent to participate in this study",No,,,,,,,,,,,,0,,0,,0,,0,,0,0,34,Female,1,USA,3,bubbleshooter.html,NV,4670,5,2,Single, , ,5,5,4,5,19,4,1,6,2,1,2,5,5,3,2,6,2,1,3,3,5,2,5,7,6,2,2,7,5,5,4,4.2,1,2,7,3.5,2,3.5,1,5,5,6,5,5,5,4,4,1,1,2,1,1,1,7,1,1,2,1,5,0,1,1,7,4,4,6,9,4,2,3,1,2,2,5,17,9,31,No,,No
mturk,63015,16:08:50,883321746,"Yes, I consent to participate in this study",Yes,Delicious: Emily's Home Sweet Home,Kitchen Scramble,Avenue Flo,World of Goo,Stardom,5,7,4,4,1,1,5,1,7,1,4,2,8,1,1,5,34,Female,1,USA,6,gunblood.html,V,20,2,3,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little younger,5,6,5,6,22,6,3,5,3,2,6,6,6,5,3,2,6,1,5,3,5,6,5,5,7,5,6,6,5,5,5.5,5.8,2,4,5.5,5.5,4.5,4.863636364,5,5,5,5,5,5,5,5,5,1,2,2,1,1,1,8,2,1,1,2,6,1,3,5-Jun,8,7,6,4,9,3,2,2,2,4,6,12,19,7,38,No,,No
mturk,63015,19:53:49,885802196,"Yes, I consent to participate in this study",Yes,Oblivion,Skyrim,Assassin's Creed,Morrowind,Diablo,7,7,3,3,2,6,42,6,42,5,15,5,15,6,12,25.2,35,Female,1,United States,5,deanimator.html,V,3,2,1,"In a long-term monogamous relationship eg. married, partnered",1-2 years,A little younger,5,5,5,5,20,5,5,5,3,6,3,5,3,3,3,3,5,3,5,3,5,3,5,6,5,3,3,6,3,5,4.333333333,3.8,4.666666667,3,6,4,4,4.227272727,6,6,3,6,5,6,2,6,5,2,2,2,1,2,1,10,5,5,3,5,18,1,5-Jun,5-Jun,4,2,7,3,9,1,2,2,2,6,6,14,9,5,28,No,,No
mturk,63015,14:20:21,887821665,"Yes, I consent to participate in this study",Yes,Skyrim,Madden 14,Fifa 14,Slotomania,Words with Friends,4,3,3,6,7,4,16,1,3,1,3,1,6,1,7,7,33,Male,2,USA,5,deanimator.html,V,30,3,7,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little older,6,6,5,6,23,6,6,4,4,7,4,5,5,5,1,1,7,3,5,1,7,5,5,6,3,1,5,6,1,6,4.666666667,4.8,5.333333333,1,6,5,5.5,4.681818182,1,7,7,6,2,5,4,1,4.666666667,1,1,1,1,1,1,6,1,1,1,1,4,1,5-Jun,Oct-19,9,6,1,9,9,3,2,2,2,6,8,16,24,7,47,No,nothing,No
mturk,63015,14:55:22,890540410,"Yes, I consent to participate in this study",Yes,NBA 2k15,Call of Duty,Minecraft,Infamous,Halo,6,4,1,1,1,1,6,6,24,2,2,6,6,6,6,8.8,57,Male,2,USA,5,deanimator.html,V,58,5,7,"In a long-term monogamous relationship eg. married, partnered",20+ years,A little younger,6,6,7,7,26,6,7,5,3,7,6,6,7,6,5,3,5,5,5,3,5,4,5,5,5,5,6,6,5,5,5.166666667,5.8,6.333333333,5,5.5,5.5,4,5.409090909,4,6,5,5,6,6,3,3,4.666666667,1,1,1,1,1,1,6,3,3,3,3,12,1,0,0,3,6,7,3,9,1,1,1,2,1,1,4,12,3,19,No,,No
mturk,63015,15:08:22,890540410,"Yes, I consent to participate in this study",Yes,MW2,Battlefield,Halo,Little Big Planet,Super Mario Bros,6,3,4,2,2,6,36,7,21,6,24,2,4,5,10,19,18,Male,2,US,6,gunblood.html,V,121,5,5,Single,Under one year,Younger,6,5,4,6,21,6,2,6,2,6,6,5,6,5,6,7,1,7,6,6,2,5,6,5,5,6,5,7,6,6,5.666666667,4.8,5,6,6,5.5,1.5,5.045454545,3,5,3,5,5,5,3,5,3.666666667,1,2,1,1,1,2,8,3,3,2,2,10,1,0,0,3,6,7,3,9,1,4,6,2,1,1,4,12,11,27,No,,No
mturk,63015,13:39:03,893321474,"Yes, I consent to participate in this study",Yes,World of Warcraft,Diablo 3,AudioSurf,,,7,7,4, , ,5,35,6,42,1,4,,,,,27,44,Female,1,USA,5,deanimator.html,V,56,6,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,Younger,7,7,4,5,23,5,7,5,3,7,1,6,1,7,1,1,7,7,6,7,1,1,1,7,1,1,1,7,7,7,5.333333333,2.2,7,1,7,1,5,4.181818182,1,7,1,7,5,5,2,6,3,1,1,1,1,1,1,6,7,7,5,7,26,1,3,3,9,1,1,9,9,4,1,1,2,4,4,10,19,6,35,No,,No
mturk,63015,18:28:14,893481961,"Yes, I consent to participate in this study",No,,,,,,,,,,,,0,,0,,0,,0,,0,0,24,Female,1,USA,3,bubbleshooter.html,NV,2890,4,7,Recently single/divorced/separated,Under one year,About the same age,5,5,5,6,21,3,7,2,6,7,5,3,3,4,3,5,3,5,5,5,3,3,3,5,3,5,3,5,3,3,3.333333333,3.6,6.333333333,4,5,3,4.5,4.090909091,1,5,7,5,5,5,5,3,4.333333333,1,2,2,2,1,1,9,2,2,5,5,14,1,5-Jun,5-Jun,6,2,7,3,9,4,4,5,2,6,6,14,11,13,38,No,,No
mturk,70115,0:27:45,893912109,"Yes, I consent to participate in this study",Yes,clash of clans,panda pop,sonic dash,gameof war,clans of heroes,7,7,4,7,7,1,7,1,7,1,4,1,7,1,7,6.4,23,Male,2,USA,5,deanimator.html,V,42,4,7,Single, ,About the same age,7,7,7,6,27,7,7,4,4,7,7,7,7,7,7,2,6,6,7,1,7,7,7,7,6,4,6,5,6,7,6.833333333,6.8,6.666666667,5.5,6,6.5,5,6.409090909,4,1,7,6,7,7,2,1,5.666666667,1,1,1,1,1,1,6,1,1,2,1,5,1,3,0,1,5,9,1,9,2,1,2,2,4,1,7,7,5,19,No,make the murks biger,No
mturk,63015,17:02:48,898518407,"Yes, I consent to participate in this study",Yes,Bejeweled,Majhong,Free Cell Solitaire,,,7,7,7, , ,1,7,1,7,1,7,,,,,7,45,Female,1,USA,6,gunblood.html,V,50,4,1,Single, , ,1,1,1,1,4,1,5,1,7,6,1,1,1,5,1,1,7,7,1,7,1,1,7,7,1,1,1,7,1,1,1,1.8,6,1,7,4,7,3.227272727,1,7,1,1,1,5,1,1,1,1,1,1,1,1,1,6,1,1,1,1,4,0,0,0,9,1,6,4,9,3,2,2,1,1,1,3,14,7,24,No,no,No
mturk,63015,16:08:39,900724941,"Yes, I consent to participate in this study",Yes,NBA All Net,Tiger Woods 2014,Virtual U.S. OPen,N/A,N/A,7,4,4, , ,1,7,1,4,1,4,1,,1,,5,31,Male,2,USA,4,moremindlessviolence.html,V,35,3,7,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little older,6,6,4,4,20,5,6,2,6,1,6,6,5,6,1,1,7,1,5,1,7,1,6,3,5,1,3,2,1,5,3.833333333,5.8,2.666666667,1,2.5,4.5,6.5,4.045454545,7,7,3,1,4,6,2,3,3.666666667,1,1,1,1,1,1,6,1,1,1,1,4,1,2,0,8,3,3,7,9,4,2,2,2,3,1,6,18,8,32,No,no,No
mturk,63015,12:55:21,901422062,"Yes, I consent to participate in this study",Yes,Blades of Brim,Plants Vs. Zombies 2,Relic Run,Trivia Crack,Crossy Road,5,5,2,3,1,4,20,3,15,3,6,1,3,2,2,9.2,44,Male,2,U.S.A.,3,bubbleshooter.html,NV,1970,3,7,"In a long-term monogamous relationship eg. married, partnered",11-20 years,A little younger,5,5,6,6,22,5,6,3,5,7,5,5,5,3,2,2,6,7,4,3,5,3,5,5,3,2,1,2,1,3,3.5,4.2,6.666666667,2,3.5,3,5.5,4.090909091,1,5,3,3,3,5,3,3,2.333333333,1,1,2,1,1,1,7,1,1,1,1,4,1,0,0,4,3,2,8,9,2,1,1,2,1,1,4,15,4,23,Yes,,No
mturk,63015,21:27:45,902552333,"Yes, I consent to participate in this study",Yes,Word Streak with Friends,Words With Friends,What's the Phrase,Hanging with Friends,Matching with Friends,7,6,6,6,7,1,7,1,6,1,6,1,6,1,7,6.4,46,Female,1,United States,1,perfectbalance.html,NV,913,3,1,"In a long-term monogamous relationship eg. married, partnered",20+ years,About the same age,6,6,6,6,24,4,7,1,7,7,2,3,3,5,1,1,7,7,5,5,3,1,6,3,5,1,1,1,1,2,2.666666667,3.6,7,1,2,3.5,7,3.727272727,5,7,5,3,2,5,5,5,4.333333333,1,1,1,1,1,1,6,3,3,1,1,8,1,0,0,6,1,9,1,9,2,1,1,2,1,1,4,8,4,16,No,,No
mturk,63015,22:32:05,907608658,"Yes, I consent to participate in this study",Yes,Kingdom Rush,Incursion,Creeper World,Dice Wars,SteamPunk Tower defense,4,4,4,4,4,3,12,3,12,2,8,1,4,3,12,9.6,57,Male,2,USA,4,moremindlessviolence.html,V,1,3,6,Single,6-10 years, ,5,5,3,4,17,6,7,3,5,2,3,5,5,5,3,2,6,2,4,3,5,2,5,5,5,2,3,5,5,5,4.5,4.6,3.666666667,2.5,5,4,5.5,4.318181818,1,6,1,1,5,5,2,2,1,1,1,1,1,1,1,6,2,1,1,1,5,0,20+,20+,9,8,2,8,9,7,8,8,1,9,9,19,25,23,67,No,no problems,No
mturk,63015,15:53:26,909535858,"Yes, I consent to participate in this study",Yes,Super Smash Brothers,Civilization 5,,,,6,4, , , ,6,36,2,8,,,,,,,22,22,Male,2,USA,1,perfectbalance.html,NV,3172,5,7,"In a long-term monogamous relationship eg. married, partnered",2-5 years,About the same age,6,6,5,6,23,5,6,3,5,5,3,5,4,3,2,1,7,3,5,5,3,3,5,6,5,3,4,5,2,5,4.166666667,3.6,4.666666667,2.5,5.5,4.5,6,4.272727273,5,6,5,5,5,5,2,3,5,1,1,2,1,1,1,7,1,1,1,1,4,1,1,0,6,7,6,4,9,4,3,2,2,2,1,5,17,9,31,No,,No
mturk,63015,17:33:57,911315671,"Yes, I consent to participate in this study",Yes,World of Warcraft,Guild Wars 2,Halo 4,Halo 2,Crackdown,3,4,2,2,1,3,9,5,20,5,10,5,10,5,5,10.8,24,Male,2,USA,4,moremindlessviolence.html,V,0,1,7,"In a long-term monogamous relationship eg. married, partnered",6-10 years,About the same age,5,5,4,2,16,5,3,3,5,6,3,5,5,5,3,3,5,5,5,3,5,5,3,1,5,6,2,5,5,6,5.166666667,4.6,4.666666667,4.5,3,2.5,5,4.454545455,3,6,6,5,2,3,4,6,4.666666667,2,1,3,2,1,2,11,2,1,3,3,9,2,1,4,6,6,4,6,9,2,1,2,3,2,5,10,18,5,33,No,,No
mturk,63015,16:34:25,91341638,"Yes, I consent to participate in this study",Yes,Wii Sports-Bowling,Crossy Road,Cooking Fever,Bingo Bash,Bitz,5,5,4,4,4,1,5,2,10,1,4,1,4,1,4,5.4,37,Female,1,USA,5,deanimator.html,V,1,1,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little younger,7,7,5,4,23,6,7,2,6,7,2,6,2,2,2,1,7,6,4,4,4,1,4,4,1,2,1,4,1,6,4,2.2,6.666666667,2,4,2.5,6.5,3.863636364,1,7,1,2,3,4,2,4,1.333333333,1,1,2,1,1,1,7,1,1,1,1,4,1,0,0,1,1,9,1,9,1,1,1,2,1,1,4,3,3,10,No,,No
mturk,63015,17:30:54,91630096,"Yes, I consent to participate in this study",Yes,The Sims,Second Life,Tetris,Candy Crush,Civilization ,6,4,4,3,4,2,12,1,4,1,4,1,3,4,16,7.8,35,Female,1,USA,1,perfectbalance.html,NV,2300,4,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little older,6,3,3,7,19,6,7,2,6,7,5,5,5,5,1,1,7,1,5,1,7,5,6,3,5,1,3,3,3,5,4.833333333,5.4,5,1,3,4.5,6.5,4.590909091,1,7,1,1,7,7,1,1,1,1,1,2,1,1,2,8,2,6,2,7,17,1,2,3,9,7,3,7,9,6,2,1,2,3,4,9,23,9,41,No,No,No
